Frequency,Impedance,Phase,Real,Imaginary,Magnitutude
29999.981716,24695.429737,-86.970552,-1713.000000,-691.000000,1847.119379
30009.980991,24791.166015,-87.890023,-1721.000000,-661.000000,1843.573161
30019.980267,24322.864220,-88.926179,-1768.000000,-640.000000,1880.272321
30029.979542,23945.667742,-86.572961,-1762.000000,-719.000000,1903.051497
30039.978817,23886.942260,-88.878883,-1788.000000,-649.000000,1902.142213
30049.978092,24229.621878,-86.324170,-1738.000000,-722.000000,1882.001063
30059.977368,24843.314113,-87.500426,-1709.000000,-673.000000,1836.738958
30069.976643,24400.379530,-87.414112,-1741.000000,-686.000000,1871.276837
30079.975918,24612.390436,-86.183586,-1711.000000,-717.000000,1855.157675
30089.975193,24007.394832,-89.258002,-1793.000000,-638.000000,1903.127163
30099.974468,24346.634403,-88.632547,-1757.000000,-656.000000,1875.469275
30109.973744,24534.348610,-86.361573,-1717.000000,-710.000000,1858.006728
30119.973019,23749.207398,-88.267758,-1797.000000,-680.000000,1921.356032
30129.972294,23725.202155,-89.053759,-1810.000000,-654.000000,1924.530073
30139.971569,23926.795270,-88.394111,-1787.000000,-675.000000,1910.234017
30149.970844,24485.211632,-88.189516,-1744.000000,-662.000000,1865.416843
30159.970120,24415.373744,-86.835771,-1731.000000,-703.000000,1868.306720
30169.969395,24382.508678,-88.581834,-1756.000000,-647.000000,1871.401881
30179.968670,24113.326548,-86.269498,-1747.000000,-737.000000,1896.095462
30189.967945,23923.121917,-86.789555,-1768.000000,-719.000000,1908.608132
30199.967220,24384.875394,-87.689105,-1749.000000,-684.000000,1877.992811
30209.966496,23894.282761,-87.268846,-1776.000000,-707.000000,1911.550418
30219.965771,23844.938046,-88.692865,-1791.000000,-656.000000,1907.358645
30229.965046,23778.587137,-88.628887,-1805.000000,-666.000000,1923.949324
30239.964321,23909.414115,-88.023870,-1782.000000,-685.000000,1909.122573
30249.963596,24421.362210,-86.660307,-1730.000000,-714.000000,1871.549091
30259.962872,23865.401685,-88.572611,-1784.000000,-665.000000,1903.912025
30269.962147,24031.746123,-87.296847,-1766.000000,-706.000000,1901.891690
30279.961422,23797.254557,-87.837366,-1788.000000,-698.000000,1919.413452
30289.960697,23762.308080,-88.955376,-1804.000000,-660.000000,1920.941436
30299.959973,23806.613234,-86.928113,-1776.000000,-726.000000,1918.658907
30309.959248,24238.350649,-87.064938,-1748.000000,-709.000000,1886.315191
30319.958523,23966.304832,-88.902286,-1788.000000,-658.000000,1905.231744
30329.957798,23883.136234,-87.955149,-1787.000000,-690.000000,1915.585811
30339.957073,23787.615670,-87.845685,-1787.000000,-694.000000,1917.030255
30349.956349,24076.938335,-88.639358,-1769.000000,-661.000000,1888.460219
30359.955624,24305.575515,-88.044552,-1753.000000,-679.000000,1879.906913
30369.954899,24239.495391,-87.218401,-1744.000000,-704.000000,1880.731772
30379.954174,24271.617987,-88.079775,-1756.000000,-675.000000,1881.265797
30389.953449,24174.665244,-88.093256,-1761.000000,-685.000000,1889.535922
30399.952725,24043.081836,-88.800941,-1783.000000,-663.000000,1902.277057
30409.952000,23934.423901,-88.703838,-1788.000000,-669.000000,1909.058669
30419.951275,23779.892025,-88.651216,-1799.000000,-675.000000,1921.464546
30429.950550,24245.755518,-87.676919,-1753.000000,-690.000000,1883.907906
30439.949825,24135.116948,-87.680459,-1761.000000,-695.000000,1893.184090
30449.949101,23748.638018,-87.628974,-1791.000000,-708.000000,1925.862145
30459.948376,24050.357826,-87.924838,-1774.000000,-692.000000,1904.190117
30469.947651,23684.820537,-87.879251,-1797.000000,-700.000000,1928.525084
30479.946926,23937.233615,-88.124550,-1781.000000,-685.000000,1908.189194
30489.946201,24083.551160,-87.531167,-1761.000000,-701.000000,1895.394946
30499.945477,24173.889575,-87.837715,-1760.000000,-691.000000,1890.788460
30509.944752,23838.382806,-87.931648,-1790.000000,-694.000000,1919.827076
30519.944027,23704.181672,-88.844699,-1805.000000,-673.000000,1926.383659
30529.943302,23785.360823,-87.619083,-1784.000000,-711.000000,1920.462705
30539.942577,23779.032407,-88.389137,-1788.000000,-685.000000,1914.724262
30549.941853,23861.556952,-88.925542,-1794.000000,-668.000000,1914.330170
