Frequency,Impedance,Phase,Real,Imaginary,Magnitutude
89999.976397,7258.302646,-85.498749,-2963.000000,-5514.000000,6259.677707
90009.975672,7243.605194,-85.493338,-2969.000000,-5519.000000,6266.922849
90019.974947,7222.868192,-85.663756,-2975.000000,-5518.000000,6268.887381
90029.974222,7227.417778,-85.403003,-2948.000000,-5528.000000,6264.941181
90039.973497,7211.871883,-85.440561,-2965.000000,-5532.000000,6276.483809
90049.972773,7246.728703,-85.418010,-2954.000000,-5520.000000,6260.712100
90059.972048,7222.840829,-85.528947,-2968.000000,-5532.000000,6277.901560
90069.971323,7224.025673,-85.492589,-2971.000000,-5527.000000,6274.915936
90079.970598,7228.605720,-85.501659,-2963.000000,-5529.000000,6272.894866
90089.969873,7230.736616,-85.489655,-2955.000000,-5521.000000,6262.065634
90099.969149,7213.898441,-85.739050,-2959.000000,-5532.000000,6273.651648
90109.968424,7240.886786,-85.533069,-2961.000000,-5518.000000,6262.255584
90119.967699,7230.418861,-85.706174,-2975.000000,-5523.000000,6273.288930
90129.966974,7261.079159,-85.483860,-2946.000000,-5531.000000,6266.647988
90139.966249,7230.683626,-85.489662,-2954.000000,-5534.000000,6273.059222
90149.965525,7292.567511,-85.396858,-2956.000000,-5527.000000,6267.827774
90159.964800,7237.369800,-85.642407,-2966.000000,-5521.000000,6267.263917
90169.964075,7229.129915,-85.715737,-2963.000000,-5529.000000,6272.894866
90179.963350,7226.095270,-85.480306,-2949.000000,-5531.000000,6268.058870
90189.962626,7208.094541,-85.476393,-2950.000000,-5538.000000,6274.706686
90199.961901,7206.671905,-85.439344,-2947.000000,-5541.000000,6275.945347
90209.961176,7226.433720,-85.600758,-2953.000000,-5537.000000,6275.235294
90219.960451,7213.459299,-85.483714,-2948.000000,-5540.000000,6275.532169
90229.959726,7220.947649,-85.546553,-2950.000000,-5544.000000,6280.002866
90239.959002,7213.095421,-85.518554,-2964.000000,-5546.000000,6288.355270
90249.958277,7214.227567,-85.637003,-2962.000000,-5538.000000,6280.357315
90259.957552,7202.211744,-85.544678,-2952.000000,-5545.000000,6281.825292
90269.956827,7231.999710,-85.546687,-2945.000000,-5542.000000,6275.889499
90279.956102,7182.350561,-85.667237,-2959.000000,-5553.000000,6292.176889
90289.955378,7196.464420,-85.814586,-2973.000000,-5548.000000,6294.365178
90299.954653,7207.164947,-85.452109,-2960.000000,-5554.000000,6293.529693
90309.953928,7208.178504,-85.523506,-2947.000000,-5548.000000,6282.126471
90319.953203,7206.148135,-85.669939,-2969.000000,-5536.000000,6281.899156
90329.952478,7193.434227,-85.491896,-2957.000000,-5555.000000,6293.001986
90339.951754,7197.599756,-85.623161,-2968.000000,-5545.000000,6289.359983
90349.951029,7211.904356,-85.399859,-2940.000000,-5552.000000,6282.380441
90359.950304,7190.205400,-85.695369,-2958.000000,-5552.000000,6290.824111
90369.949579,7208.310007,-85.725369,-2959.000000,-5550.000000,6289.529474
90379.948854,7180.418020,-85.570906,-2963.000000,-5567.000000,6306.414037
90389.948130,7182.771992,-85.545116,-2953.000000,-5566.000000,6300.838436
90399.947405,7183.459239,-85.651025,-2963.000000,-5560.000000,6300.235631
90409.946680,7197.171394,-85.368404,-2950.000000,-5559.000000,6293.248843
90419.945955,7178.387916,-85.629775,-2957.000000,-5558.000000,6295.650324
90429.945230,7176.781001,-85.653873,-2960.000000,-5558.000000,6297.059949
90439.944506,7200.669282,-85.548612,-2952.000000,-5559.000000,6294.186604
90449.943781,7184.398686,-85.675634,-2965.000000,-5558.000000,6299.411798
90459.943056,7182.347033,-85.754800,-2967.000000,-5555.000000,6297.707043
90469.942331,7181.574033,-85.447415,-2950.000000,-5579.000000,6310.922357
90479.941607,7188.062440,-85.748721,-2937.000000,-5562.000000,6289.818201
90489.940882,7183.599840,-85.610659,-2952.000000,-5568.000000,6302.136780
90499.940157,7191.647358,-85.732500,-2954.000000,-5555.000000,6291.592883
90509.939432,7163.315887,-85.565791,-2957.000000,-5573.000000,6308.896734
90519.938707,7226.854343,-85.525088,-2937.000000,-5566.000000,6293.355623
90529.937983,7172.886739,-85.596118,-2956.000000,-5564.000000,6300.478712
90539.937258,7172.169339,-85.685636,-2964.000000,-5573.000000,6312.180685
90549.936533,7171.799731,-85.524949,-2943.000000,-5568.000000,6297.926087
90559.935808,7163.707872,-85.531589,-2953.000000,-5581.000000,6314.092967
90569.935083,7177.793285,-85.679501,-2941.000000,-5574.000000,6302.297756
90579.934359,7195.720087,-85.574511,-2936.000000,-5573.000000,6299.081282
90589.933634,7150.461276,-85.557512,-2961.000000,-5590.000000,6325.790148
90599.932909,7180.859656,-85.496669,-2935.000000,-5582.000000,6306.579818
90609.932184,7190.374515,-85.210668,-2957.000000,-5574.000000,6309.780107
90619.931459,7181.912607,-85.588420,-2943.000000,-5583.000000,6311.191488
90629.930735,7173.401214,-85.326082,-2929.000000,-5584.000000,6305.560800
90639.930010,7151.623910,-85.440081,-2937.000000,-5581.000000,6306.625881
90649.929285,7156.240488,-85.556305,-2959.000000,-5579.000000,6315.134361
90659.928560,7166.983555,-85.531438,-2931.000000,-5590.000000,6311.803308
90669.927835,7149.960752,-85.748698,-2941.000000,-5571.000000,6299.644593
90679.927111,7154.322506,-85.332781,-2938.000000,-5592.000000,6316.827368
90689.926386,7146.071954,-85.622606,-2950.000000,-5582.000000,6313.574582
90699.925661,7160.870677,-85.350079,-2937.000000,-5586.000000,6311.051022
90709.924936,7157.049084,-85.554695,-2958.000000,-5585.000000,6319.967484
90719.924212,7143.752855,-85.540256,-2950.000000,-5582.000000,6313.574582
90729.923487,7155.469000,-85.471595,-2944.000000,-5590.000000,6317.850584
90739.922762,7160.360395,-85.641065,-2958.000000,-5584.000000,6319.083794
90749.922037,7145.424247,-85.275743,-2935.000000,-5615.000000,6335.806973
90759.921312,7173.653717,-85.528404,-2934.000000,-5592.000000,6314.967933
90769.920588,7138.845115,-85.411187,-2946.000000,-5593.000000,6321.436941
90779.919863,7135.324157,-85.562396,-2942.000000,-5593.000000,6319.573799
90789.919138,7152.301174,-85.473464,-2951.000000,-5606.000000,6335.269292
90799.918413,7141.540803,-85.460346,-2935.000000,-5607.000000,6328.718196
90809.917688,7141.388433,-85.520263,-2948.000000,-5598.000000,6326.792868
90819.916964,7147.363579,-85.585988,-2958.000000,-5597.000000,6330.574461
90829.916239,7135.658557,-85.284070,-2942.000000,-5596.000000,6322.229037
90839.915514,7131.336790,-85.194235,-2935.000000,-5604.000000,6326.060464
90849.914789,7162.001496,-85.442087,-2951.000000,-5594.000000,6324.653113
90859.914064,7156.471891,-85.389007,-2935.000000,-5600.000000,6322.517299
90869.913340,7132.120711,-85.556451,-2968.000000,-5611.000000,6347.625146
90879.912615,7140.056006,-85.637495,-2960.000000,-5593.000000,6327.973530
90889.911890,7139.651001,-85.451138,-2948.000000,-5610.000000,6337.413037
90899.911165,7127.637019,-85.379470,-2947.000000,-5610.000000,6336.947925
90909.910440,7163.900184,-85.161906,-2943.000000,-5602.000000,6328.005452
90919.909716,7156.879814,-85.334806,-2929.000000,-5609.000000,6327.710644
90929.908991,7127.102629,-85.388482,-2941.000000,-5616.000000,6339.474505
90939.908266,7135.080363,-85.248333,-2930.000000,-5624.000000,6341.472700
90949.907541,7130.653858,-85.157433,-2924.000000,-5619.000000,6334.266887
90959.906816,7097.111947,-85.562853,-2965.000000,-5617.000000,6351.528477
90969.906092,7116.214459,-85.576329,-2970.000000,-5622.000000,6358.284674
90979.905367,7098.148768,-85.284601,-2951.000000,-5625.000000,6352.088318
90989.904642,7132.219704,-85.006749,-2908.000000,-5632.000000,6338.445235
90999.903917,7124.683718,-85.087230,-2925.000000,-5641.000000,6354.251018
91009.903193,7138.083216,-85.173666,-2928.000000,-5626.000000,6342.322918
91019.902468,7138.262066,-85.628581,-2972.000000,-5609.000000,6347.729122
91029.901743,7138.849739,-85.407475,-2943.000000,-5626.000000,6349.261768
91039.901018,7121.948561,-85.362032,-2940.000000,-5628.000000,6349.644399
91049.900293,7124.402046,-85.724928,-2967.000000,-5620.000000,6355.115184
91059.899569,7110.565252,-85.135937,-2923.000000,-5642.000000,6354.218520
91069.898844,7161.758567,-85.350326,-2934.000000,-5618.000000,6338.002840
91079.898119,7132.956717,-85.300569,-2936.000000,-5623.000000,6343.360702
91089.897394,7122.391869,-85.521975,-2955.000000,-5626.000000,6354.832885
91099.896669,7125.603321,-85.131706,-2929.000000,-5638.000000,6353.430963
91109.895945,7121.606943,-85.564596,-2959.000000,-5631.000000,6361.119556
91119.895220,7134.880784,-85.432029,-2946.000000,-5641.000000,6363.945081
91129.894495,7122.714704,-85.275755,-2923.000000,-5651.000000,6362.211094
91139.893770,7121.094515,-85.210164,-2932.000000,-5637.000000,6353.927368
91149.893045,7133.525371,-85.401072,-2938.000000,-5630.000000,6350.491635
91159.892321,7152.411107,-85.261254,-2928.000000,-5643.000000,6357.407726
91169.891596,7113.292423,-85.251648,-2919.000000,-5646.000000,6355.932426
91179.890871,7102.842062,-85.406137,-2938.000000,-5653.000000,6370.891068
91189.890146,7142.899768,-85.297562,-2930.000000,-5635.000000,6351.230196
91199.889421,7126.248006,-85.260026,-2920.000000,-5649.000000,6359.056612
91209.888697,7117.215505,-85.751087,-2965.000000,-5637.000000,6369.222402
91219.887972,7130.445542,-85.197352,-2911.000000,-5662.000000,6366.487650
91229.887247,7135.355851,-85.357201,-2945.000000,-5645.000000,6367.028349
91239.886522,7122.081713,-85.336684,-2949.000000,-5650.000000,6373.311620
91249.885798,7122.627760,-85.422235,-2938.000000,-5637.000000,6356.698278
91259.885073,7137.791287,-85.425208,-2931.000000,-5638.000000,6354.353232
91269.884348,7087.696923,-85.613188,-2951.000000,-5660.000000,6383.102772
91279.883623,7110.405066,-85.449647,-2931.000000,-5664.000000,6377.433418
91289.882898,7120.583653,-85.348000,-2931.000000,-5649.000000,6364.115178
91299.882174,7124.182911,-85.459713,-2940.000000,-5647.000000,6366.491106
91309.881449,7129.037014,-85.710069,-2948.000000,-5649.000000,6371.962414
91319.880724,7131.548568,-85.603253,-2943.000000,-5653.000000,6373.198412
91329.879999,7122.968376,-85.176573,-2912.000000,-5669.000000,6373.170718
91339.879274,7139.055694,-85.174217,-2932.000000,-5652.000000,6367.238648
91349.878550,7117.943361,-85.489542,-2945.000000,-5657.000000,6377.669951
91359.877825,7129.844938,-85.600458,-2950.000000,-5655.000000,6378.207036
91369.877100,7106.524598,-85.291167,-2918.000000,-5662.000000,6369.691358
91379.876375,7126.771597,-85.481102,-2940.000000,-5657.000000,6375.362656
91389.875650,7102.519668,-85.168980,-2907.000000,-5678.000000,6378.897475
91399.874926,7119.061446,-85.601612,-2948.000000,-5663.000000,6384.377260
91409.874201,7109.134939,-85.418786,-2929.000000,-5660.000000,6372.961713
91419.873476,7108.559874,-85.676636,-2940.000000,-5666.000000,6383.349904
91429.872751,7126.732058,-85.501195,-2942.000000,-5656.000000,6375.398027
91439.872026,7120.384861,-85.236636,-2919.000000,-5668.000000,6375.483119
91449.871302,7111.161530,-85.595519,-2938.000000,-5662.000000,6378.878271
91459.870577,7093.341290,-85.518551,-2952.000000,-5668.000000,6390.659434
91469.869852,7089.745954,-85.661237,-2961.000000,-5663.000000,6390.390442
91479.869127,7144.283380,-85.505759,-2914.000000,-5660.000000,6366.081683
91489.868402,7096.922525,-85.485547,-2933.000000,-5679.000000,6391.676619
91499.867678,7110.792021,-85.523166,-2931.000000,-5666.000000,6379.209747
91509.866953,7106.458115,-85.535719,-2933.000000,-5682.000000,6394.342265
91519.866228,7142.939505,-85.234029,-2921.000000,-5671.000000,6379.065919
91529.865503,7104.728121,-85.225492,-2904.000000,-5686.000000,6384.654415
91539.864779,7110.712658,-85.184830,-2903.000000,-5697.000000,6393.998592
91549.864054,7098.931274,-85.664707,-2922.000000,-5686.000000,6392.861644
91559.863329,7094.478509,-85.593608,-2931.000000,-5681.000000,6392.536429
91569.862604,7115.661137,-85.353237,-2904.000000,-5690.000000,6388.216966
91579.861879,7111.973094,-85.508217,-2928.000000,-5679.000000,6389.383773
91589.861155,7100.666046,-85.439056,-2906.000000,-5690.000000,6389.126388
91599.860430,7076.508217,-85.713654,-2956.000000,-5703.000000,6423.561707
91609.859705,7099.487954,-85.547007,-2937.000000,-5687.000000,6400.620126
91619.858980,7097.488240,-85.460170,-2916.000000,-5692.000000,6395.460890
91629.858255,7101.717775,-85.544435,-2915.000000,-5697.000000,6399.455758
91639.857531,7085.694465,-85.369759,-2919.000000,-5700.000000,6403.948860
91649.856806,7088.748748,-85.441939,-2931.000000,-5701.000000,6410.316841
91659.856081,7089.353792,-85.607607,-2934.000000,-5691.000000,6402.799153
