Frequency,Impedance,Phase,Real,Imaginary,Magnitutude
29999.981716,610.446127,-89.309582,-15013.000000,-5579.000000,16016.098464
30009.980991,610.375468,-89.298086,-15012.000000,-5581.000000,16015.857923
30019.980267,610.257172,-89.317304,-15020.000000,-5582.000000,16023.705065
30029.979542,609.975244,-89.316854,-15022.000000,-5583.000000,16025.928148
30039.978817,609.839575,-89.302286,-15032.000000,-5598.000000,16040.530789
30049.978092,609.508687,-89.332842,-15035.000000,-5588.000000,16039.855641
30059.977368,609.071320,-89.331453,-15044.000000,-5594.000000,16050.382301
30069.976643,608.941623,-89.316819,-15049.000000,-5604.000000,16058.555882
30079.975918,609.049624,-89.326755,-15044.000000,-5602.000000,16053.172272
30089.975193,608.623992,-89.311218,-15053.000000,-5610.000000,16064.398806
30099.974468,607.973968,-89.279925,-15071.000000,-5621.000000,16085.107460
30109.973744,608.359569,-89.299929,-15060.000000,-5622.000000,16075.151135
30119.973019,607.549147,-89.342362,-15081.000000,-5615.000000,16092.382856
30129.972294,608.207204,-89.288640,-15061.000000,-5628.000000,16078.187242
30139.971569,607.395902,-89.292985,-15075.000000,-5631.000000,16092.351786
30149.970844,607.355969,-89.310856,-15081.000000,-5630.000000,16097.622837
30159.970120,607.019883,-89.287177,-15087.000000,-5641.000000,16107.093158
30169.969395,607.188083,-89.319891,-15081.000000,-5639.000000,16100.772714
30179.968670,606.528874,-89.289199,-15101.000000,-5650.000000,16123.358862
30189.967945,606.710711,-89.263552,-15089.000000,-5655.000000,16113.874332
30199.967220,606.385579,-89.340616,-15103.000000,-5641.000000,16122.080821
30209.966496,606.232125,-89.234760,-15098.000000,-5672.000000,16128.272939
30219.965771,605.363222,-89.311840,-15119.000000,-5663.000000,16144.774077
30229.965046,605.407181,-89.346929,-15123.000000,-5655.000000,16145.716274
30239.964321,604.952909,-89.320193,-15135.000000,-5668.000000,16161.511346
30249.963596,605.036558,-89.304628,-15133.000000,-5673.000000,16161.392824
30259.962872,605.362337,-89.279542,-15129.000000,-5675.000000,16158.349730
30269.962147,604.799281,-89.308964,-15136.000000,-5679.000000,16166.308701
30279.961422,605.206051,-89.230090,-15118.000000,-5696.000000,16155.443046
30289.960697,604.141703,-89.266957,-15150.000000,-5693.000000,16184.336533
30299.959973,604.345368,-89.245514,-15141.000000,-5705.000000,16180.139245
30309.959248,604.016393,-89.249619,-15148.000000,-5707.000000,16187.394880
30319.958523,604.008241,-89.264832,-15148.000000,-5708.000000,16187.747465
30329.957798,603.982618,-89.272088,-15151.000000,-5708.000000,16190.554808
30339.957073,603.803261,-89.220311,-15147.000000,-5725.000000,16192.814271
30349.956349,604.173504,-89.110832,-15125.000000,-5757.000000,16183.592741
30359.955624,603.949190,-89.077498,-15129.000000,-5763.000000,16189.466020
30369.954899,603.177181,-89.156572,-15148.000000,-5751.000000,16202.959760
30379.954174,604.220463,-88.980496,-15114.000000,-5791.000000,16185.446457
30389.953449,603.736642,-88.995479,-15126.000000,-5790.000000,16196.295132
30399.952725,603.777440,-88.999930,-15122.000000,-5795.000000,16194.348057
30409.952000,603.189891,-89.018698,-15137.000000,-5794.000000,16207.998180
30419.951275,603.176147,-88.996384,-15135.000000,-5805.000000,16210.066317
30429.950550,602.675301,-88.996898,-15146.000000,-5808.000000,16221.411159
30439.949825,602.639381,-88.981564,-15142.000000,-5814.000000,16219.826140
30449.949101,602.782211,-88.981448,-15140.000000,-5816.000000,16218.676148
30459.948376,602.322685,-88.996864,-15153.000000,-5823.000000,16233.321841
30469.947651,602.272756,-88.983640,-15153.000000,-5822.000000,16232.963161
30479.946926,602.024650,-89.001482,-15161.000000,-5823.000000,16240.789698
30489.946201,601.635322,-89.032999,-15169.000000,-5820.000000,16247.183171
