Frequency,Impedance,Phase,Real,Imaginary,Magnitutude
19999.987811,915.059017,-89.586944,-10419.000000,-2463.000000,10706.163178
20009.987086,913.359182,-89.328030,-10426.000000,-2518.000000,10725.754053
20019.986361,914.414898,-89.372103,-10417.000000,-2506.000000,10714.192690
20029.985636,915.345655,-89.369395,-10403.000000,-2505.000000,10700.347378
20039.984912,915.875848,-89.344939,-10397.000000,-2508.000000,10695.217296
20049.984187,914.464262,-89.512175,-10417.000000,-2488.000000,10709.996872
20059.983462,914.256120,-89.315328,-10413.000000,-2520.000000,10713.588054
20069.982737,912.678770,-89.118653,-10419.000000,-2559.000000,10728.655181
20079.982013,910.944531,-89.777382,-10472.000000,-2447.000000,10754.096568
20089.981288,914.174790,-89.317594,-10414.000000,-2522.000000,10715.030565
20099.980563,912.271232,-89.808756,-10457.000000,-2441.000000,10738.125069
20109.979838,912.224050,-89.453472,-10440.000000,-2507.000000,10736.789511
20119.979113,912.132613,-89.357776,-10439.000000,-2528.000000,10740.740431
20129.978389,910.656835,-89.314464,-10454.000000,-2540.000000,10758.146495
20139.977664,909.803574,-89.074868,-10452.000000,-2585.000000,10766.918268
20149.976939,910.040492,-89.521951,-10468.000000,-2506.000000,10763.784650
20159.976214,907.054195,-89.715887,-10512.000000,-2482.000000,10801.040135
20169.975489,909.754216,-89.155534,-10455.000000,-2577.000000,10767.913168
20179.974765,911.277375,-89.686287,-10462.000000,-2477.000000,10751.231232
20189.974040,904.869038,-89.236725,-10514.000000,-2576.000000,10824.969838
20199.973315,909.741694,-89.290397,-10460.000000,-2559.000000,10768.476262
20209.972590,906.860829,-89.644111,-10510.000000,-2499.000000,10803.013515
20219.971865,904.976385,-89.515088,-10524.000000,-2529.000000,10823.604621
20229.971141,908.439436,-89.250685,-10471.000000,-2571.000000,10782.016602
20239.970416,904.755410,-89.642134,-10531.000000,-2514.000000,10826.918167
20249.969691,904.453209,-89.379545,-10524.000000,-2562.000000,10831.362795
20259.968966,904.385383,-89.605492,-10537.000000,-2524.000000,10835.079372
20269.968241,903.660843,-89.251146,-10523.000000,-2590.000000,10837.048906
20279.967517,903.784319,-89.564456,-10540.000000,-2531.000000,10839.629191
20289.966792,902.632656,-89.442556,-10548.000000,-2560.000000,10854.211349
20299.966067,904.276816,-89.379701,-10526.000000,-2568.000000,10834.726577
20309.965342,902.571484,-89.357818,-10546.000000,-2578.000000,10856.527990
20319.964617,902.341167,-89.367344,-10548.000000,-2578.000000,10858.470795
20329.963893,900.830222,-89.423799,-10566.000000,-2573.000000,10874.772871
20339.963168,901.324679,-89.367502,-10561.000000,-2582.000000,10872.048795
20349.962443,903.528961,-89.686979,-10545.000000,-2518.000000,10841.464338
20359.961718,896.856828,-89.594945,-10616.000000,-2556.000000,10919.367747
20369.960994,900.723819,-89.349019,-10566.000000,-2596.000000,10880.237681
20379.960269,897.146198,-89.235614,-10603.000000,-2624.000000,10922.865238
20389.959544,900.457232,-89.706450,-10584.000000,-2533.000000,10882.883120
20399.958819,898.660385,-89.704941,-10604.000000,-2535.000000,10902.799686
20409.958094,898.341703,-89.225557,-10585.000000,-2629.000000,10906.597361
20419.957370,896.829223,-89.826349,-10631.000000,-2521.000000,10925.822715
20429.956645,896.300950,-89.314299,-10612.000000,-2623.000000,10931.361901
20439.955920,893.043218,-89.583601,-10663.000000,-2578.000000,10970.216634
20449.955195,895.489855,-89.699002,-10639.000000,-2554.000000,10941.263044
20459.954470,895.238178,-89.325627,-10624.000000,-2624.000000,10943.251436
20469.953746,897.202329,-89.659017,-10618.000000,-2561.000000,10922.483463
20479.953021,892.940087,-89.295319,-10651.000000,-2642.000000,10973.785354
20489.952296,893.621352,-89.637459,-10654.000000,-2573.000000,10960.294020
20499.951571,893.634242,-89.177036,-10635.000000,-2663.000000,10963.338634
20509.950846,892.512953,-89.432235,-10659.000000,-2620.000000,10976.278103
20519.950122,891.006910,-89.624979,-10688.000000,-2593.000000,10998.044963
20529.949397,893.560269,-89.426352,-10644.000000,-2618.000000,10961.234420
20539.948672,893.874934,-89.392465,-10642.000000,-2629.000000,10961.925241
20549.947947,892.032747,-89.512737,-10665.000000,-2612.000000,10980.198951
20559.947222,892.073268,-89.434157,-10662.000000,-2631.000000,10981.821570
20569.946498,892.432273,-89.525267,-10663.000000,-2613.000000,10978.494341
20579.945773,889.310128,-89.539546,-10700.000000,-2615.000000,11014.909214
20589.945048,891.045623,-89.627457,-10682.000000,-2598.000000,10993.394744
20599.944323,890.441354,-89.351543,-10680.000000,-2649.000000,11003.617632
20609.943599,889.419912,-89.285352,-10688.000000,-2670.000000,11016.453331
20619.942874,888.404416,-89.482831,-10706.000000,-2635.000000,11025.500488
20629.942149,887.992048,-89.265357,-10702.000000,-2678.000000,11031.975707
20639.941424,887.063228,-89.479442,-10722.000000,-2643.000000,11042.949470
20649.940699,888.710254,-89.495430,-10704.000000,-2634.000000,11023.319464
20659.939975,887.235096,-89.441267,-10717.000000,-2653.000000,11040.493558
20669.939250,887.290867,-89.515318,-10722.000000,-2639.000000,11041.992800
20679.938525,886.501784,-89.517611,-10726.000000,-2642.000000,11046.594045
20689.937800,886.473520,-89.523553,-10730.000000,-2641.000000,11050.238957
20699.937075,883.806817,-89.365720,-10755.000000,-2682.000000,11084.365070
20709.936351,884.261899,-89.273683,-10744.000000,-2699.000000,11077.821853
20719.935626,885.503895,-89.397749,-10737.000000,-2672.000000,11064.481597
20729.934901,882.871695,-89.687416,-10779.000000,-2630.000000,11095.212526
20739.934176,883.806993,-89.645111,-10760.000000,-2634.000000,11077.705358
20749.933451,882.902762,-89.603351,-10777.000000,-2648.000000,11097.550766
20759.932727,882.599008,-89.443268,-10771.000000,-2679.000000,11099.165825
20769.932002,883.002605,-89.549191,-10771.000000,-2659.000000,11094.355412
20779.931277,883.019459,-89.471173,-10766.000000,-2677.000000,11093.830943
20789.930552,881.701395,-89.487891,-10784.000000,-2679.000000,11111.781900
20799.929827,881.391261,-89.231955,-10778.000000,-2727.000000,11117.635225
20809.929103,879.360630,-89.430291,-10810.000000,-2697.000000,11141.360285
20819.928378,879.714405,-89.504736,-10808.000000,-2683.000000,11136.038479
20829.927653,880.027036,-89.609335,-10809.000000,-2668.000000,11133.404915
20839.926928,880.295463,-89.486895,-10800.000000,-2688.000000,11129.480850
20849.926203,878.560830,-89.459678,-10820.000000,-2703.000000,11152.515815
20859.925479,878.558709,-89.662340,-10825.000000,-2659.000000,11146.789044
20869.924754,878.840258,-89.216629,-10805.000000,-2748.000000,11148.969863
20879.924029,880.094282,-89.507354,-10800.000000,-2687.000000,11129.239372
20889.923304,878.687071,-89.517282,-10820.000000,-2694.000000,11150.337932
20899.922580,876.100336,-89.670815,-10858.000000,-2674.000000,11182.416555
20909.921855,878.346452,-89.620268,-10829.000000,-2679.000000,11155.459740
20919.921130,875.035726,-89.478515,-10861.000000,-2716.000000,11195.444475
20929.920405,873.498525,-89.557904,-10885.000000,-2708.000000,11216.794952
20939.919680,875.903407,-89.498181,-10850.000000,-2713.000000,11184.045288
20949.918956,874.324964,-89.518878,-10874.000000,-2714.000000,11207.572083
20959.918231,874.927245,-89.367235,-10857.000000,-2742.000000,11197.902170
20969.917506,874.652434,-89.301529,-10855.000000,-2753.000000,11198.662152
20979.916781,873.223498,-89.062071,-10867.000000,-2795.000000,11220.682421
20989.916056,873.078517,-89.641420,-10893.000000,-2698.000000,11222.150106
20999.915332,873.650194,-89.365483,-10867.000000,-2752.000000,11210.048751
21009.914607,873.073633,-89.202308,-10872.000000,-2786.000000,11223.287397
21019.913882,874.222020,-89.320710,-10860.000000,-2761.000000,11205.477277
21029.913157,870.093742,-89.428699,-10919.000000,-2757.000000,11261.687707
21039.912432,871.093578,-89.382565,-10902.000000,-2758.000000,11245.450991
21049.911708,869.662638,-89.426828,-10922.000000,-2761.000000,11265.576106
21059.910983,869.211990,-89.392386,-10926.000000,-2769.000000,11271.416814
21069.910258,870.247294,-89.482316,-10915.000000,-2752.000000,11256.586028
21079.909533,870.031796,-89.485164,-10919.000000,-2751.000000,11260.220335
21089.908808,869.676077,-89.434148,-10921.000000,-2763.000000,11265.096981
21099.908084,871.016244,-89.513965,-10908.000000,-2747.000000,11248.576488
21109.907359,866.433846,-89.483328,-10955.000000,-2765.000000,11298.550792
21119.906634,869.038482,-89.438180,-10928.000000,-2770.000000,11273.601199
21129.905909,866.100376,-89.419291,-10963.000000,-2783.000000,11310.723142
21139.905185,867.760368,-89.419190,-10942.000000,-2780.000000,11289.630818
21149.904460,865.954638,-89.573941,-10970.000000,-2755.000000,11310.655374
21159.903735,865.159912,-89.428589,-10973.000000,-2790.000000,11322.138888
21169.903010,866.450461,-89.432259,-10958.000000,-2784.000000,11306.123120
21179.902285,864.038528,-89.488308,-10989.000000,-2781.000000,11335.434795
21189.901561,863.556657,-89.462441,-10995.000000,-2791.000000,11343.707771
21199.900836,865.109396,-89.529583,-10982.000000,-2772.000000,11326.442866
21209.900111,865.295552,-89.351815,-10964.000000,-2810.000000,11318.365430
21219.899386,862.964346,-89.596284,-11009.000000,-2773.000000,11352.867920
21229.898661,864.195885,-89.452899,-10984.000000,-2800.000000,11335.266031
21239.897937,862.846158,-89.524027,-11000.000000,-2793.000000,11349.046171
21249.897212,863.091010,-89.485655,-11002.000000,-2795.000000,11351.476952
21259.896487,863.431300,-89.329601,-10990.000000,-2825.000000,11347.278308
21269.895762,862.853782,-89.413846,-10998.000000,-2813.000000,11352.047084
21279.895037,860.762283,-89.491091,-11032.000000,-2805.000000,11383.015813
21289.894313,860.903059,-89.391997,-11016.000000,-2827.000000,11372.958498
21299.893588,858.466860,-89.474449,-11056.000000,-2818.000000,11409.481145
21309.892863,858.193528,-89.501584,-11062.000000,-2816.000000,11414.801794
21319.892138,858.690952,-89.405069,-11052.000000,-2833.000000,11409.320444
21329.891413,858.741023,-89.570772,-11056.000000,-2802.000000,11405.539882
21339.890689,858.161508,-89.503683,-11059.000000,-2818.000000,11412.388225
21349.889964,859.119673,-89.627383,-11055.000000,-2798.000000,11403.588426
21359.889239,858.485391,-89.463654,-11054.000000,-2827.000000,11409.769717
21369.888514,855.785656,-89.470083,-11088.000000,-2837.000000,11445.187329
21379.887789,856.774200,-89.422165,-11074.000000,-2843.000000,11433.115280
21389.887065,856.295034,-89.516629,-11086.000000,-2831.000000,11441.763719
21399.886340,856.217083,-89.438636,-11082.000000,-2844.000000,11441.112708
21409.885615,857.298596,-89.449218,-11065.000000,-2843.000000,11424.398190
21419.884890,857.165464,-89.531787,-11072.000000,-2824.000000,11426.467521
21429.884166,854.783201,-89.575904,-11105.000000,-2828.000000,11459.433188
21439.883441,854.486788,-89.495078,-11106.000000,-2847.000000,11465.105538
21449.882716,854.494117,-89.303839,-11094.000000,-2884.000000,11462.734927
21459.881991,852.545106,-89.600364,-11133.000000,-2833.000000,11487.801269
21469.881266,853.857469,-89.432087,-11111.000000,-2866.000000,11474.679821
21479.880542,853.052649,-89.398824,-11121.000000,-2874.000000,11486.362218
21489.879817,853.355224,-89.481118,-11120.000000,-2857.000000,11481.151902
21499.879092,852.598463,-89.373767,-11121.000000,-2878.000000,11487.363710
21509.878367,852.446678,-89.392120,-11125.000000,-2882.000000,11492.238642
21519.877642,851.563816,-89.398163,-11138.000000,-2885.000000,11505.575561
21529.876918,851.049060,-89.496415,-11152.000000,-2870.000000,11515.381192
21539.876193,849.719293,-89.424992,-11160.000000,-2886.000000,11527.124360
21549.875468,852.149625,-89.451505,-11133.000000,-2875.000000,11498.230907
21559.874743,849.259113,-89.513763,-11174.000000,-2875.000000,11537.933134
21569.874018,849.851058,-89.447651,-11157.000000,-2887.000000,11524.470400
21579.873294,847.506635,-89.423936,-11189.000000,-2902.000000,11559.209532
21589.872569,848.695395,-89.516801,-11178.000000,-2881.000000,11543.303037
21599.871844,849.020470,-89.403433,-11168.000000,-2902.000000,11538.883308
21609.871119,846.860107,-89.417519,-11196.000000,-2909.000000,11567.743816
21619.870394,847.837523,-89.451626,-11186.000000,-2899.000000,11555.552648
21629.869670,846.400202,-89.538046,-11207.000000,-2887.000000,11572.882873
21639.868945,847.903882,-89.272941,-11176.000000,-2936.000000,11555.218388
21649.868220,845.541685,-89.508523,-11218.000000,-2904.000000,11587.784085
21659.867495,847.035127,-89.441443,-11196.000000,-2912.000000,11568.498606
21669.866771,844.553029,-89.564793,-11234.000000,-2894.000000,11600.775491
21679.866046,844.292811,-89.461790,-11231.000000,-2921.000000,11604.637090
21689.865321,845.107069,-89.442253,-11218.000000,-2922.000000,11592.308139
21699.864596,845.282678,-89.495233,-11216.000000,-2911.000000,11587.604455
21709.863871,843.528529,-89.446471,-11238.000000,-2929.000000,11613.426927
21719.863147,842.306706,-89.581924,-11260.000000,-2909.000000,11629.698233
21729.862422,844.762988,-89.472778,-11230.000000,-2922.000000,11603.921061
21739.861697,843.182459,-89.454493,-11243.000000,-2931.000000,11618.769728
21749.860972,843.334528,-89.510751,-11245.000000,-2923.000000,11618.689857
21759.860247,842.979764,-89.430539,-11248.000000,-2940.000000,11625.880784
21769.859523,841.641338,-89.373563,-11257.000000,-2957.000000,11638.895910
21779.858798,840.251910,-89.435962,-11280.000000,-2952.000000,11659.875814
21789.858073,840.262532,-89.439633,-11280.000000,-2956.000000,11660.889160
21799.857348,842.886607,-89.391981,-11246.000000,-2955.000000,11627.748750
21809.856623,840.352655,-89.447160,-11278.000000,-2953.000000,11658.194243
21819.855899,840.775039,-89.456849,-11274.000000,-2952.000000,11654.071392
21829.855174,838.811274,-89.472527,-11300.000000,-2957.000000,11680.490101
21839.854449,840.181688,-89.419546,-11280.000000,-2965.000000,11663.173882
21849.853724,839.084156,-89.374109,-11290.000000,-2979.000000,11676.409594
21859.852999,839.208699,-89.448901,-11291.000000,-2965.000000,11673.812830
21869.852275,837.579450,-89.488237,-11315.000000,-2963.000000,11696.520594
21879.851550,837.051867,-89.424786,-11320.000000,-2981.000000,11705.928455
21889.850825,837.230175,-89.417431,-11316.000000,-2983.000000,11702.570017
21899.850100,836.831710,-89.425667,-11323.000000,-2984.000000,11709.593716
21909.849375,836.317104,-89.529921,-11333.000000,-2964.000000,11714.187338
21919.848651,836.240068,-89.533232,-11333.000000,-2966.000000,11714.693551
21929.847926,834.937484,-89.447458,-11345.000000,-2990.000000,11732.396388
21939.847201,835.137556,-89.484466,-11349.000000,-2982.000000,11734.228777
21949.846476,834.448287,-89.458536,-11357.000000,-2992.000000,11744.509909
21959.845752,835.497517,-89.486951,-11343.000000,-2985.000000,11729.188975
21969.845027,834.383761,-89.377737,-11350.000000,-3013.000000,11743.111555
21979.844302,833.933828,-89.456479,-11359.000000,-3005.000000,11749.761955
21989.843577,833.121391,-89.415805,-11368.000000,-3010.000000,11759.741664
21999.842852,831.649504,-89.432544,-11389.000000,-3012.000000,11780.554529
22009.842128,832.902968,-89.474205,-11374.000000,-3004.000000,11764.008330
22019.841403,832.330795,-89.509388,-11374.000000,-3005.000000,11764.263725
22029.840678,832.338278,-89.399950,-11379.000000,-3022.000000,11773.450004
22039.839953,831.241902,-89.411791,-11391.000000,-3026.000000,11786.074707
22049.839228,831.484010,-89.399334,-11387.000000,-3030.000000,11783.236779
22059.838504,831.658646,-89.349813,-11382.000000,-3038.000000,11780.465526
22069.837779,829.979102,-89.475037,-11408.000000,-3024.000000,11801.993052
22079.837054,830.172088,-89.376883,-11399.000000,-3038.000000,11796.891328
22089.836329,830.280592,-89.361077,-11399.000000,-3048.000000,11799.470539
22099.835604,829.381235,-89.497205,-11421.000000,-3023.000000,11814.303619
22109.834880,828.757927,-89.460370,-11424.000000,-3035.000000,11820.279227
