Frequency,Impedance,Phase,Real,Imaginary,Magnitutude
19999.987811,36431.618157,-89.322473,-12331.000000,-2881.000000,12663.085011
20009.987086,36362.170170,-89.371174,-12357.000000,-2876.000000,12687.270195
20019.986361,36417.946785,-89.166317,-12329.000000,-2917.000000,12669.377648
20029.985636,36370.386131,-89.441841,-12359.000000,-2864.000000,12686.503734
20039.984912,36385.441342,-89.378941,-12343.000000,-2875.000000,12673.408145
20049.984187,36365.131570,-89.321432,-12347.000000,-2889.000000,12680.486189
20059.983462,36320.652239,-89.356088,-12369.000000,-2889.000000,12701.908597
20069.982737,36277.465737,-89.201816,-12376.000000,-2918.000000,12715.348992
20079.982013,36336.500034,-89.241243,-12359.000000,-2919.000000,12699.033113
20089.981288,36319.204108,-89.320996,-12369.000000,-2898.000000,12703.958635
20099.980563,36223.473907,-89.289327,-12400.000000,-2919.000000,12738.938771
20109.979838,36290.462496,-89.245627,-12371.000000,-2923.000000,12711.631288
20119.979113,36254.378211,-89.259087,-12384.000000,-2923.000000,12724.283280
20129.978389,36216.105901,-89.344188,-12404.000000,-2909.000000,12740.545396
20139.977664,36198.110769,-89.225046,-12408.000000,-2935.000000,12750.399562
20149.976939,36140.890208,-89.280201,-12424.000000,-2925.000000,12763.675059
20159.976214,36203.230510,-89.277829,-12405.000000,-2927.000000,12745.640588
20169.975489,36101.625483,-89.350644,-12441.000000,-2922.000000,12779.536963
20179.974765,36141.858239,-89.276552,-12422.000000,-2940.000000,12765.174656
20189.974040,36136.479187,-89.354002,-12433.000000,-2925.000000,12772.435711
20199.973315,36078.665629,-89.338275,-12443.000000,-2933.000000,12784.003207
20209.972590,36073.493559,-89.312945,-12450.000000,-2939.000000,12792.193752
20219.971865,36002.052924,-89.459262,-12477.000000,-2909.000000,12811.627922
20229.971141,35987.334957,-89.315706,-12476.000000,-2948.000000,12819.566295
20239.970416,36034.570122,-89.290687,-12461.000000,-2947.000000,12804.738576
20249.969691,36066.597915,-89.248875,-12449.000000,-2960.000000,12796.061933
20259.968966,35980.447144,-89.186597,-12473.000000,-2978.000000,12823.580350
20269.968241,35957.602334,-89.236028,-12486.000000,-2977.000000,12835.993339
20279.967517,35985.533238,-89.271190,-12482.000000,-2971.000000,12830.711789
20289.966792,35957.272553,-89.304467,-12487.000000,-2966.000000,12834.419543
20299.966067,35886.525957,-89.309874,-12508.000000,-2968.000000,12855.313610
20309.965342,35919.597673,-89.257799,-12499.000000,-2978.000000,12848.870962
20319.964617,35818.709175,-89.362343,-12533.000000,-2970.000000,12880.100504
20329.963893,35828.428008,-89.323653,-12525.000000,-2975.000000,12873.470783
20339.963168,35805.409810,-89.381443,-12540.000000,-2963.000000,12885.300501
20349.962443,35798.556137,-89.234467,-12536.000000,-3001.000000,12890.201589
20359.961718,35865.939393,-89.279055,-12520.000000,-2987.000000,12871.385667
20369.960994,35770.161535,-89.306211,-12551.000000,-2989.000000,12902.004573
20379.960269,35819.907445,-89.314155,-12530.000000,-2987.000000,12881.112879
20389.959544,35765.887355,-89.283020,-12546.000000,-2997.000000,12898.997054
20399.958819,35805.017551,-89.223951,-12537.000000,-3012.000000,12893.739295
20409.958094,35682.154568,-89.313394,-12577.000000,-3000.000000,12929.846441
20419.957370,35732.786288,-89.362246,-12563.000000,-2989.000000,12913.678407
20429.956645,35735.453463,-89.324701,-12564.000000,-3001.000000,12917.433840
20439.955920,35733.583656,-89.184176,-12556.000000,-3028.000000,12915.956023
20449.955195,35592.975718,-89.324476,-12609.000000,-3013.000000,12963.990512
20459.954470,35667.349421,-89.330635,-12583.000000,-3008.000000,12937.540454
20469.953746,35602.009720,-89.257463,-12601.000000,-3023.000000,12958.538884
20479.953021,35610.964805,-89.309433,-12603.000000,-3028.000000,12961.650859
20489.952296,35601.222777,-89.313055,-12604.000000,-3028.000000,12962.623191
20499.951571,35453.997018,-89.360728,-12651.000000,-3022.000000,13006.932190
20509.950846,35555.785983,-89.355072,-12625.000000,-3020.000000,12981.179646
20519.950122,35553.588511,-89.245522,-12620.000000,-3043.000000,12981.688989
20529.949397,35592.549244,-89.253127,-12604.000000,-3034.000000,12964.026072
20539.948672,35483.111938,-89.163851,-12638.000000,-3071.000000,13005.771219
20549.947947,35505.884558,-89.411452,-12639.000000,-3021.000000,12995.028357
20559.947222,35438.443045,-89.391929,-12658.000000,-3035.000000,13016.765689
20569.946498,35456.387305,-89.349187,-12656.000000,-3039.000000,13015.754185
20579.945773,35386.816598,-89.338484,-12679.000000,-3046.000000,13039.752950
20589.945048,35453.136138,-89.333745,-12655.000000,-3044.000000,13015.950253
20599.944323,35416.219051,-89.168779,-12662.000000,-3085.000000,13032.400738
20609.943599,35391.226325,-89.244651,-12671.000000,-3073.000000,13038.311624
20619.942874,35279.131231,-89.402841,-12721.000000,-3053.000000,13082.226492
20629.942149,35324.664568,-89.321910,-12699.000000,-3063.000000,13063.176107
20639.941424,35336.395066,-89.207816,-12694.000000,-3086.000000,13063.729636
20649.940699,35263.063689,-89.312831,-12718.000000,-3073.000000,13083.992242
20659.939975,35273.122634,-89.237946,-12705.000000,-3090.000000,13075.363284
20669.939250,35260.499342,-89.208623,-12712.000000,-3095.000000,13083.347011
20679.938525,35288.005880,-89.265563,-12709.000000,-3092.000000,13079.722665
20689.937800,35246.162353,-89.288020,-12724.000000,-3088.000000,13093.354039
20699.937075,35240.479814,-89.362290,-12730.000000,-3076.000000,13096.361174
20709.936351,35111.082446,-89.294862,-12772.000000,-3097.000000,13142.122850
20719.935626,35201.695891,-89.293282,-12735.000000,-3092.000000,13104.987180
20729.934901,35159.783595,-89.326516,-12756.000000,-3087.000000,13124.218262
20739.934176,35234.151382,-89.253211,-12717.000000,-3106.000000,13090.810708
20749.933451,35166.966792,-89.259193,-12747.000000,-3108.000000,13120.429604
20759.932727,35162.072150,-89.270322,-12752.000000,-3110.000000,13125.761083
20769.932002,35155.130630,-89.310383,-12754.000000,-3103.000000,13126.047577
20779.931277,35101.478907,-89.350980,-12773.000000,-3100.000000,13143.801923
20789.930552,35072.953524,-89.275738,-12782.000000,-3118.000000,13156.802347
20799.929827,35085.957188,-89.272161,-12777.000000,-3123.000000,13153.131110
20809.929103,35064.896514,-89.277517,-12785.000000,-3121.000000,13160.428033
20819.928378,34957.383798,-89.174569,-12820.000000,-3155.000000,13202.515859
20829.927653,35012.960305,-89.286161,-12799.000000,-3129.000000,13175.926609
20839.926928,35026.799306,-89.312228,-12798.000000,-3126.000000,13174.243052
20849.926203,34956.910395,-89.319202,-12824.000000,-3128.000000,13199.975758
20859.925479,34973.893784,-89.300532,-12814.000000,-3136.000000,13192.160248
20869.924754,34952.768091,-89.298598,-12823.000000,-3137.000000,13201.140027
20879.924029,34858.262160,-89.400150,-12862.000000,-3120.000000,13235.008274
20889.923304,34951.057931,-89.257602,-12820.000000,-3149.000000,13201.083327
20899.922580,34920.443968,-89.407036,-12838.000000,-3125.000000,13212.867554
20909.921855,34841.534293,-89.337609,-12866.000000,-3145.000000,13244.809587
20919.921130,34834.253767,-89.227728,-12864.000000,-3169.000000,13248.586981
20929.920405,34798.935262,-89.305805,-12880.000000,-3156.000000,13261.023188
20939.919680,34737.132032,-89.218663,-12898.000000,-3188.000000,13286.148727
20949.918956,34826.229861,-89.369061,-12872.000000,-3142.000000,13249.926339
20959.918231,34847.440654,-89.324971,-12859.000000,-3154.000000,13240.150943
20969.917506,34743.478094,-89.268592,-12889.000000,-3172.000000,13273.579208
20979.916781,34706.024269,-89.169947,-12907.000000,-3191.000000,13295.605665
20989.916056,34720.689461,-89.324326,-12910.000000,-3163.000000,13291.827151
20999.915332,34721.088055,-89.274308,-12907.000000,-3181.000000,13293.209169
21009.914607,34788.681279,-89.300117,-12882.000000,-3169.000000,13266.065166
21019.913882,34749.431251,-89.322140,-12895.000000,-3173.000000,13279.644348
21029.913157,34689.585592,-89.228213,-12912.000000,-3201.000000,13302.862286
21039.912432,34655.779077,-89.257525,-12925.000000,-3188.000000,13312.361511
21049.911708,34657.953791,-89.262130,-12927.000000,-3199.000000,13316.941466
21059.910983,34611.181191,-89.290441,-12946.000000,-3201.000000,13335.865814
21069.910258,34616.665960,-89.278945,-12942.000000,-3199.000000,13331.502728
21079.909533,34574.633965,-89.358519,-12958.000000,-3193.000000,13345.599012
21089.908808,34636.183729,-89.279981,-12932.000000,-3201.000000,13322.275519
21099.908084,34572.237378,-89.361432,-12959.000000,-3198.000000,13347.767042
21109.907359,34571.267287,-89.257252,-12959.000000,-3219.000000,13352.814011
21119.906634,34521.333262,-89.257173,-12975.000000,-3225.000000,13369.788704
21129.905909,34531.797387,-89.304118,-12971.000000,-3212.000000,13362.776096
21139.905185,34478.490128,-89.309907,-12990.000000,-3217.000000,13382.420895
21149.904460,34420.856428,-89.201583,-13007.000000,-3247.000000,13406.157466
21159.903735,34396.189216,-89.334166,-13021.000000,-3226.000000,13414.675434
21169.903010,34388.910282,-89.373534,-13026.000000,-3215.000000,13416.888648
21179.902285,34463.207338,-89.280124,-12994.000000,-3232.000000,13389.916355
21189.901561,34396.463742,-89.325616,-13019.000000,-3232.000000,13414.178506
21199.900836,34364.676231,-89.408972,-13033.000000,-3216.000000,13423.924352
21209.900111,34332.585553,-89.320814,-13043.000000,-3235.000000,13438.194596
21219.899386,34380.200613,-89.311889,-13023.000000,-3238.000000,13419.507182
21229.898661,34360.179570,-89.286854,-13025.000000,-3251.000000,13424.590348
21239.897937,34365.699740,-89.346378,-13040.000000,-3233.000000,13434.801413
21249.897212,34330.138323,-89.307285,-13043.000000,-3252.000000,13442.297162
21259.896487,34242.409463,-89.299975,-13076.000000,-3262.000000,13476.736252
21269.895762,34317.451436,-89.246609,-13043.000000,-3267.000000,13445.933884
21279.895037,34270.598585,-89.260265,-13063.000000,-3267.000000,13465.335421
21289.894313,34197.988300,-89.293972,-13094.000000,-3269.000000,13495.895561
21299.893588,34208.549942,-89.272919,-13075.000000,-3274.000000,13478.675788
21309.892863,34245.472244,-89.223499,-13069.000000,-3286.000000,13475.776675
21319.892138,34142.474748,-89.280862,-13109.000000,-3280.000000,13513.115148
21329.891413,34080.940846,-89.311585,-13133.000000,-3283.000000,13537.125914
21339.890689,34140.079208,-89.224048,-13108.000000,-3296.000000,13516.037881
21349.889964,34031.958127,-89.290530,-13148.000000,-3287.000000,13552.648191
21359.889239,34149.883308,-89.323949,-13103.000000,-3279.000000,13507.051862
21369.888514,34118.230415,-89.296073,-13119.000000,-3294.000000,13526.218873
21379.887789,34061.781903,-89.270621,-13138.000000,-3297.000000,13545.377551
21389.887065,34086.171235,-89.247985,-13130.000000,-3304.000000,13539.324799
21399.886340,34207.808223,-89.231157,-13085.000000,-3303.000000,13495.444935
21409.885615,34088.993929,-89.283570,-13124.000000,-3301.000000,13532.774180
21419.884890,33955.973516,-89.307249,-13181.000000,-3303.000000,13588.545544
21429.884166,34008.256742,-89.324001,-13163.000000,-3301.000000,13570.599471
21439.883441,34027.252615,-89.326204,-13153.000000,-3300.000000,13560.656658
21449.882716,34051.224079,-89.300443,-13145.000000,-3305.000000,13554.115611
21459.881991,33988.269433,-89.273694,-13165.000000,-3320.000000,13577.172938
21469.881266,33900.744327,-89.235266,-13194.000000,-3336.000000,13609.207618
21479.880542,33951.585317,-89.331469,-13177.000000,-3313.000000,13587.100427
21489.879817,33919.255290,-89.257455,-13188.000000,-3336.000000,13603.390754
21499.879092,33908.670687,-89.256349,-13199.000000,-3336.000000,13614.055127
21509.878367,33881.862141,-89.299467,-13205.000000,-3330.000000,13618.403908
21519.877642,33857.722764,-89.272649,-13217.000000,-3340.000000,13632.486530
21529.876918,33877.624639,-89.279229,-13204.000000,-3342.000000,13620.373710
21539.876193,33840.399189,-89.328079,-13220.000000,-3333.000000,13633.682151
21549.875468,33850.848529,-89.282094,-13216.000000,-3344.000000,13632.497643
21559.874743,33814.617115,-89.258478,-13226.000000,-3353.000000,13644.401233
21569.874018,33771.576220,-89.316798,-13249.000000,-3348.000000,13665.471269
21579.873294,33772.351792,-89.305185,-13248.000000,-3352.000000,13665.482355
21589.872569,33788.433219,-89.307537,-13239.000000,-3354.000000,13657.248515
21599.871844,33790.745137,-89.281595,-13238.000000,-3357.000000,13657.016255
21609.871119,33741.284774,-89.326164,-13260.000000,-3353.000000,13677.361186
21619.870394,33714.017541,-89.311269,-13274.000000,-3362.000000,13693.141349
21629.869670,33720.662548,-89.244343,-13266.000000,-3381.000000,13690.066362
21639.868945,33665.563275,-89.279277,-13287.000000,-3377.000000,13709.430987
21649.868220,33683.090132,-89.275755,-13277.000000,-3383.000000,13701.219581
21659.867495,33638.441387,-89.291758,-13297.000000,-3381.000000,13720.108236
21669.866771,33705.541063,-89.283373,-13270.000000,-3379.000000,13693.448835
21679.866046,33596.542423,-89.295975,-13311.000000,-3387.000000,13735.155259
21689.865321,33650.707874,-89.337137,-13292.000000,-3372.000000,13713.046635
21699.864596,33565.748070,-89.163855,-13314.000000,-3418.000000,13745.738249
21709.863871,33599.846356,-89.180256,-13307.000000,-3415.000000,13738.212184
21719.863147,33569.433521,-89.258156,-13325.000000,-3407.000000,13753.664021
21729.862422,33515.608904,-89.278775,-13342.000000,-3409.000000,13770.629797
21739.861697,33565.406534,-89.198434,-13316.000000,-3424.000000,13749.168411
21749.860972,33478.360032,-89.248764,-13355.000000,-3424.000000,13786.943135
21759.860247,33540.931682,-89.156030,-13326.000000,-3435.000000,13761.595147
21769.859523,33463.673481,-89.328166,-13367.000000,-3407.000000,13794.358920
21779.858798,33520.567318,-89.343499,-13341.000000,-3399.000000,13767.188602
21789.858073,33380.271043,-89.292607,-13394.000000,-3428.000000,13825.715895
21799.857348,33413.086449,-89.237987,-13379.000000,-3436.000000,13813.172590
21809.856623,33456.488418,-89.268616,-13362.000000,-3430.000000,13795.214533
21819.855899,33416.490817,-89.249236,-13374.000000,-3440.000000,13809.325690
21829.855174,33347.362017,-89.250033,-13406.000000,-3447.000000,13842.060721
21839.854449,33371.807721,-89.321376,-13399.000000,-3432.000000,13831.551793
21849.853724,33320.014047,-89.221904,-13411.000000,-3462.000000,13850.644931
21859.852999,33308.912426,-89.266181,-13421.000000,-3450.000000,13857.335278
21869.852275,33268.183874,-89.323430,-13438.000000,-3445.000000,13872.558127
21879.851550,33294.266901,-89.289747,-13424.000000,-3453.000000,13860.987880
21889.850825,33215.419218,-89.285677,-13457.000000,-3465.000000,13895.937320
