Frequency,Impedance,Phase,Real,Imaginary,Magnitutude
24999.969140,29193.369471,-89.204319,-15153.000000,-4503.000000,15807.922634
25009.968415,29182.173804,-89.163927,-15154.000000,-4517.000000,15812.874660
25019.967690,29203.256066,-89.202426,-15146.000000,-4510.000000,15803.209041
25029.966965,29144.653725,-89.194027,-15171.000000,-4518.000000,15829.452454
25039.966241,29131.161383,-89.219339,-15180.000000,-4515.000000,15837.222768
25049.965516,29112.351558,-89.146752,-15184.000000,-4542.000000,15848.773454
25059.964791,29123.722626,-89.234410,-15185.000000,-4517.000000,15842.585458
25069.964066,29118.529865,-89.220819,-15185.000000,-4523.000000,15844.297208
25079.963341,29066.915503,-89.287219,-15209.000000,-4523.000000,15867.300022
25089.962617,29054.526063,-89.203627,-15217.000000,-4544.000000,15880.964234
25099.961892,29049.852213,-89.183530,-15213.000000,-4550.000000,15878.849738
25109.961167,29102.249304,-89.103254,-15184.000000,-4568.000000,15856.244196
25119.960442,29056.355074,-89.185960,-15213.000000,-4550.000000,15878.849738
25129.959717,29068.171020,-89.129252,-15199.000000,-4568.000000,15870.608842
25139.958993,29050.856230,-89.177615,-15220.000000,-4558.000000,15887.849571
25149.958268,29048.192196,-89.169621,-15216.000000,-4554.000000,15882.870395
25159.957543,29032.302252,-89.151754,-15226.000000,-4571.000000,15897.330499
25169.956818,28994.731791,-89.172880,-15236.000000,-4576.000000,15908.345986
25179.956093,28970.766919,-89.178932,-15254.000000,-4575.000000,15925.298773
25189.955369,29003.156995,-89.227946,-15244.000000,-4565.000000,15912.848928
25199.954644,28974.122282,-89.197471,-15252.000000,-4576.000000,15923.670431
25209.953919,28986.708244,-89.177480,-15247.000000,-4581.000000,15920.319406
25219.953194,28970.382818,-89.194845,-15252.000000,-4587.000000,15926.834996
25229.952469,28932.866456,-89.213968,-15275.000000,-4583.000000,15947.711873
25239.951745,28941.841300,-89.248494,-15273.000000,-4574.000000,15943.211878
25249.951020,28894.501622,-89.181430,-15291.000000,-4601.000000,15968.214741
25259.950295,28916.573372,-89.157099,-15279.000000,-4604.000000,15957.589323
25269.949570,28926.481302,-89.175858,-15272.000000,-4599.000000,15949.444661
25279.948846,28882.494447,-89.213162,-15295.000000,-4596.000000,15970.605530
25289.948121,28851.874492,-89.220894,-15315.000000,-4607.000000,15992.925749
25299.947396,28869.825056,-89.156884,-15302.000000,-4618.000000,15983.651898
25309.946671,28883.122109,-89.099576,-15287.000000,-4636.000000,15974.506722
25319.945946,28848.319201,-89.119123,-15307.000000,-4638.000000,15994.226865
25329.945222,28811.503288,-89.124644,-15332.000000,-4636.000000,16017.575347
25339.944497,28842.192893,-89.162076,-15312.000000,-4634.000000,15997.852981
25349.943772,28846.355939,-89.118916,-15308.000000,-4640.000000,15995.763939
25359.943047,28820.167588,-89.131643,-15318.000000,-4644.000000,16006.494307
25369.942322,28788.588121,-89.087061,-15336.000000,-4666.000000,16030.110792
25379.941598,28823.460335,-89.085428,-15314.000000,-4664.000000,16008.481877
25389.940873,28768.408393,-89.146074,-15345.000000,-4655.000000,16035.524625
25399.940148,28757.206183,-89.181143,-15357.000000,-4654.000000,16046.718200
25409.939423,28712.234466,-89.097687,-15371.000000,-4682.000000,16068.253328
25419.938698,28745.128872,-89.067858,-15351.000000,-4683.000000,16049.414008
25429.937974,28735.175119,-89.187827,-15366.000000,-4659.000000,16056.781651
25439.937249,28742.612292,-89.102265,-15355.000000,-4684.000000,16053.531730
25449.936524,28676.285350,-89.184701,-15394.000000,-4671.000000,16087.059302
25459.935799,28698.494575,-89.113811,-15373.000000,-4688.000000,16071.915661
25469.935074,28672.618401,-89.162174,-15399.000000,-4681.000000,16094.749517
25479.934350,28661.525552,-89.121222,-15395.000000,-4697.000000,16095.584301
25489.933625,28669.312245,-89.081830,-15386.000000,-4703.000000,16088.729129
25499.932900,28670.772689,-89.259224,-15398.000000,-4660.000000,16087.697287
25509.932175,28658.327552,-89.154070,-15401.000000,-4692.000000,16099.865372
25519.931450,28617.732254,-89.213195,-15426.000000,-4686.000000,16122.036844
25529.930726,28595.200755,-89.063501,-15421.000000,-4725.000000,16128.634970
25539.930001,28601.193106,-89.141037,-15424.000000,-4713.000000,16127.992591
25549.929276,28592.783517,-89.138849,-15430.000000,-4715.000000,16134.315139
25559.928551,28609.036392,-89.018830,-15413.000000,-4743.000000,16126.271051
25569.927827,28550.172135,-89.178018,-15448.000000,-4713.000000,16150.946505
25579.927102,28536.466512,-89.113627,-15455.000000,-4736.000000,16164.365778
25589.926377,28573.354045,-89.085019,-15436.000000,-4736.000000,16146.200544
25599.925652,28504.385635,-89.153358,-15479.000000,-4729.000000,16185.267437
25609.924927,28517.860993,-89.079321,-15459.000000,-4745.000000,16170.828859
25619.924203,28553.000752,-89.074822,-15446.000000,-4752.000000,16160.458533
25629.923478,28548.127451,-89.066406,-15443.000000,-4755.000000,16158.473752
25639.922753,28526.126958,-89.092214,-15457.000000,-4755.000000,16171.854377
25649.922028,28496.270722,-89.109746,-15478.000000,-4752.000000,16191.046538
25659.921303,28484.007125,-89.093626,-15480.000000,-4760.000000,16195.307962
25669.920579,28464.731692,-88.987843,-15475.000000,-4795.000000,16200.853373
25679.919854,28484.303998,-89.065961,-15479.000000,-4779.000000,16199.946975
25689.919129,28449.254404,-89.036029,-15494.000000,-4788.000000,16216.934976
25699.918404,28439.465447,-89.028047,-15492.000000,-4795.000000,16217.092495
25709.917679,28467.468677,-89.031814,-15482.000000,-4791.000000,16206.356932
25719.916955,28449.207059,-88.920646,-15476.000000,-4824.000000,16210.414924
25729.916230,28444.856474,-89.078315,-15508.000000,-4789.000000,16230.606427
25739.915505,28406.194166,-89.035672,-15519.000000,-4802.000000,16244.955063
25749.914780,28405.822456,-89.072325,-15514.000000,-4792.000000,16237.224517
25759.914055,28414.593934,-88.940922,-15498.000000,-4836.000000,16234.989991
25769.913331,28406.165419,-88.921631,-15501.000000,-4841.000000,16239.343644
25779.912606,28407.323438,-88.930574,-15501.000000,-4845.000000,16240.536506
25789.911881,28405.971151,-88.948877,-15505.000000,-4837.000000,16241.970139
25799.911156,28311.987552,-89.169864,-15575.000000,-4798.000000,16297.282872
25809.910432,28418.721363,-88.831042,-15488.000000,-4870.000000,16235.610367
25819.909707,28473.751428,-88.721674,-15447.000000,-4895.000000,16204.037583
25829.908982,28479.225597,-88.611713,-15433.000000,-4922.000000,16198.875671
25839.908257,28466.748041,-88.610852,-15438.000000,-4926.000000,16204.854828
25849.907532,28489.459041,-88.588491,-15422.000000,-4933.000000,16191.743976
25859.906808,28429.749866,-88.588012,-15461.000000,-4942.000000,16231.632235
25869.906083,28439.500751,-88.588379,-15449.000000,-4945.000000,16221.116669
25879.905358,28451.337829,-88.555080,-15443.000000,-4952.000000,16217.538438
25889.904633,28426.546915,-88.562849,-15459.000000,-4946.000000,16230.945659
25899.903908,28437.922942,-88.579400,-15449.000000,-4951.000000,16222.946773
25909.903184,28411.985402,-88.562645,-15460.000000,-4960.000000,16236.169499
25919.902459,28411.999624,-88.573090,-15469.000000,-4964.000000,16245.961252
25929.901734,28400.071158,-88.582928,-15473.000000,-4965.000000,16250.075508
25939.901009,28361.346430,-88.592302,-15485.000000,-4969.000000,16262.723819
25949.900284,28358.589814,-88.594390,-15490.000000,-4969.000000,16267.484778
25959.899560,28348.569839,-88.611976,-15497.000000,-4966.000000,16273.234620
25969.898835,28369.945484,-88.598465,-15489.000000,-4971.000000,16267.143634
25979.898110,28337.291339,-88.568857,-15501.000000,-4983.000000,16282.238482
25989.897385,28331.208564,-88.640104,-15507.000000,-4973.000000,16284.894166
25999.896660,28320.914550,-88.613685,-15512.000000,-4982.000000,16292.405225
26009.895936,28296.188957,-88.611002,-15522.000000,-4987.000000,16303.455247
26019.895211,28294.298181,-88.607139,-15521.000000,-4990.000000,16303.421144
26029.894486,28272.774415,-88.657163,-15542.000000,-4987.000000,16322.497756
26039.893761,28258.967932,-88.615349,-15541.000000,-4999.000000,16325.216139
26049.893036,28275.875915,-88.625556,-15536.000000,-4990.000000,16317.701922
26059.892312,28229.910429,-88.635364,-15557.000000,-5002.000000,16341.366314
26069.891587,28221.019791,-88.618759,-15557.000000,-5013.000000,16344.736706
26079.890862,28210.820188,-88.634026,-15564.000000,-5009.000000,16350.173608
26089.890137,28195.640281,-88.675030,-15581.000000,-4999.000000,16363.299239
26099.889413,28190.000492,-88.663573,-15578.000000,-5008.000000,16363.194920
26109.888688,28174.448402,-88.738579,-15591.000000,-5012.000000,16376.795321
26119.887963,28122.229592,-88.642100,-15617.000000,-5026.000000,16405.833261
26129.887238,28131.708452,-88.707827,-15614.000000,-5013.000000,16398.998902
26139.886513,28166.762015,-88.670774,-15598.000000,-5017.000000,16384.989869
26149.885789,28107.576966,-88.669866,-15624.000000,-5031.000000,16414.028665
26159.885064,28104.896405,-88.676552,-15626.000000,-5033.000000,16416.545465
26169.884339,28087.193555,-88.694026,-15634.000000,-5033.000000,16424.160405
26179.883614,28055.909989,-88.620567,-15645.000000,-5057.000000,16441.997263
26189.882889,28091.190846,-88.663341,-15629.000000,-5044.000000,16422.776166
26199.882165,28088.823303,-88.705218,-15634.000000,-5033.000000,16424.160405
26209.881440,28082.290553,-88.784616,-15653.000000,-5011.000000,16435.526459
26219.880715,28026.050406,-88.782576,-15669.000000,-5028.000000,16455.951659
26229.879990,27975.098171,-88.682517,-15692.000000,-5068.000000,16490.102729
26239.879265,27999.745704,-88.679530,-15678.000000,-5061.000000,16474.629131
26249.878541,27989.354761,-88.682873,-15684.000000,-5067.000000,16482.182653
26259.877816,27974.715346,-88.714459,-15695.000000,-5061.000000,16490.807924
26269.877091,27948.027296,-88.784613,-15716.000000,-5055.000000,16508.957599
26279.876366,27922.966155,-88.820628,-15735.000000,-5048.000000,16524.906323
26289.875641,27923.784624,-88.742137,-15726.000000,-5066.000000,16521.847112
26299.874917,27891.776213,-88.809329,-15743.000000,-5065.000000,16537.722757
26309.874192,27908.637571,-88.802025,-15738.000000,-5059.000000,16531.125945
26319.873467,27881.150482,-88.804344,-15752.000000,-5065.000000,16546.290491
26329.872742,27859.933281,-88.805183,-15764.000000,-5072.000000,16559.857487
26339.872018,27850.957210,-88.840038,-15767.000000,-5069.000000,16561.794891
26349.871293,27858.726806,-88.839921,-15766.000000,-5066.000000,16559.924879
26359.870568,27878.895107,-88.802993,-15758.000000,-5076.000000,16555.371938
26369.869843,27850.796707,-88.739415,-15760.000000,-5090.000000,16561.572993
26379.869118,27848.387959,-88.805751,-15767.000000,-5084.000000,16566.392033
26389.868394,27814.971262,-88.821535,-15784.000000,-5084.000000,16582.572539
26399.867669,27839.936537,-88.790666,-15767.000000,-5093.000000,16569.156225
26409.866944,27785.674973,-88.826735,-15801.000000,-5093.000000,16601.513485
26419.866219,27768.018653,-88.791117,-15801.000000,-5111.000000,16607.044349
26429.865494,27808.959116,-88.679706,-15778.000000,-5131.000000,16591.336444
26439.864770,27784.377074,-88.838618,-15801.000000,-5095.000000,16602.127153
26449.864045,27758.044206,-88.816277,-15814.000000,-5106.000000,16617.876880
26459.863320,27776.666727,-88.771634,-15801.000000,-5120.000000,16609.816405
26469.862595,27747.524792,-88.807599,-15814.000000,-5117.000000,16621.260030
26479.861870,27724.561109,-88.794368,-15831.000000,-5125.000000,16639.897416
26489.861146,27717.219710,-88.807363,-15833.000000,-5121.000000,16640.568800
26499.860421,27706.674101,-88.696422,-15829.000000,-5157.000000,16647.879445
26509.859696,27711.275028,-88.702155,-15825.000000,-5163.000000,16645.936261
26519.858971,27722.737256,-88.658177,-15818.000000,-5168.000000,16640.833753
26529.858246,27715.687191,-88.721452,-15831.000000,-5157.000000,16649.781080
26539.857522,27716.479388,-88.707024,-15819.000000,-5164.000000,16640.542569
26549.856797,27695.664454,-88.645201,-15827.000000,-5185.000000,16654.673638
